entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
128	940		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Free	免费	target-and-source-present		23	1	simulated-accepted	high			clean	clean	clean	clean	none
129	947		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Back	返回	target-and-source-present		3	1	simulated-accepted	high			clean	clean	clean	clean	none
130	954		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Get Warping	开始使用 Warp	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
131	961		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Subscribe	订阅	target-and-source-present		1	3	simulated-accepted	high			clean	clean	clean	clean	none
132	968		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Next	下一步	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none
133	975		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Subscribe to access agent driven development in Warp.	订阅以使用 Warp 的 Agent 驱动开发。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
134	982		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	1,500 credits per month	每月 1,500 点额度	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
135	989		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Access to frontier OpenAI, Anthropic, and Google models	可使用 OpenAI、Anthropic 和 Google 的前沿模型	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
136	996		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Access to Reload credits and volume-based discounts	可使用 Reload 额度和阶梯折扣	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
137	1003		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Extended cloud agents access	更多云端 Agent 使用额度	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
138	1010		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Highest codebase indexing limits	最高代码库索引额度	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
139	1017		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Unlimited Warp Drive objects and collaboration	不限量 Warp Drive 对象和协作	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
140	1024		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Private email support	专属邮件支持	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
141	1031		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Unlimited cloud conversation storage	不限量云端对话存储	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
142	1038		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Meet the Warp input	认识 Warp 输入框	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
143	1045		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Your terminal input accepts both terminal commands and agent prompts and automatically detects which you're using. Use {} to lock the input to Agent mode (natural language) or Terminal mode (commands).	Warp 输入框既可输入终端命令，也可输入 Agent 提示词，并会自动识别你的输入类型。使用 {} 可锁定为 Agent 模式（自然语言）或终端模式（命令）。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
144	1052		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Next	下一步	target-and-source-present		10	3	simulated-accepted	high			clean	clean	clean	clean	none
145	1059		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Talk to the agent	与 Agent 对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
146	1066		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	You can type in natural language to engage the agent. Submit the query below to start: What tests exist in this repo, how are they structured, and what do they cover?	你可以用自然语言与 Agent 交流。提交下面的问题开始：这个仓库有哪些测试，它们如何组织，覆盖了哪些内容？	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
147	1073		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Skip	跳过	target-and-source-present		6	2	simulated-accepted	high			clean	clean	clean	clean	none
148	1080		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Submit	提交	target-present		0	3	simulated-accepted	high			clean	clean	clean	clean	none
149	1087		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Finish	完成	target-present		0	4	simulated-accepted	high			clean	clean	clean	clean	none
150	1094		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Welcome to terminal mode	欢迎进入终端模式	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
151	1101		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Run commands here, just like a regular terminal. If you type a question or task using natural language, Warp can suggest opening it in agent mode. You can always override using {}.	在这里像常规终端一样运行命令。如果你用自然语言输入问题或任务，Warp 可以建议在 Agent 模式中打开。你也可以随时使用 {} 覆盖。	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
152	1108		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	You’re in terminal mode	你正在使用终端模式	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
153	1115		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Enable Natural Language Detection	启用自然语言检测	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
154	1122		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	You're in agent mode	你正在使用 Agent 模式	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
155	1129		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Agent mode gives your questions and tasks their own conversation, so you can ask follow-ups without leaving your terminal workflow. Press {} to return to terminal mode at any point.	Agent 模式会为你的问题和任务创建独立对话，因此你可以继续追问而不离开终端工作流。随时按 {} 返回终端模式。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
156	1136		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Skip initialization	跳过初始化	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
157	1143		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Initialize	初始化	target-present		0	3	simulated-accepted	high			clean	clean	clean	clean	none
158	1150		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Back to terminal	返回终端	target-and-source-present		1	2	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
159	1157		crates/onboarding/src/components/onboarding_callout.rs	active	Legacy reviewed zh-Hans localization entry	Next	下一步	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
160	1164		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	If you'd like to opt out of analytics and AI features, you can adjust your 	如需停用分析和 AI 功能，你可以调整	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
161	1171		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	If you'd like to opt out of analytics, you can adjust your 	如需停用分析，你可以调整	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
162	1178		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	If your browser hasn't launched, 	如果浏览器没有打开，	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
163	1185		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	copy the URL	复制 URL	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
164	1192		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	 and open	 并手动打开	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
165	1199		app/src/auth/login_slide.rs	active	Legacy reviewed zh-Hans localization entry	the page manually.	该页面。	target-present		0	1	blocked-public-rc	medium	auth-login	GUI-AUTH-01	clean	clean	clean	clean	none
166	1206		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Auth Token	认证令牌	target-present		0	2	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
167	1213		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Browser auth token	浏览器认证令牌	target-present		0	1	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
168	1220		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Click here to paste your token from the browser	点击此处粘贴浏览器中的令牌	target-present		0	1	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
169	1227		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	By continuing, you agree to Warp's 	继续即表示你同意 Warp 的	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
170	1234		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Terms of Service	服务条款	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
171	1241		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Privacy Settings	隐私设置	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
172	1248		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	If you'd like to opt out of analytics and AI features,	如需停用分析和 AI 功能，	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
173	1255		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	you can adjust your 	你可以调整	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
174	1262		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Sign up	注册	target-present		0	4	simulated-accepted	high			clean	clean	clean	clean	none
175	1269		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Already have an account? 	已有账号？	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
176	1276		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Sign in	登录	target-present		0	7	simulated-accepted-with-note	medium	auth-login		clean	clean	clean	clean	none
177	1283		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Don't want to sign in right now? 	暂时不想登录？	target-present		0	1	simulated-accepted-with-note	medium	auth-login		clean	clean	clean	clean	none
178	1290		app/src/auth/auth_view_body.rs	active	Legacy reviewed zh-Hans localization entry	Skip for now	暂时跳过	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
