entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
2830	19964	settings	app/src/settings_view/features_page.rs	target-and-source-present	word smart select semantic separator	word smart select semantic separator	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2831	19970	settings	app/src/settings_view/features_page.rs	target-and-source-present	zero state new conversation terminal block welcome output first	zero state new conversation terminal block welcome output first	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2832	19976	settings	app/src/settings_view/features_page.rs	target-and-source-present	copy on select	copy on select	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2833	19982	settings	app/src/settings_view/features_page.rs	target-and-source-present	new tab placement	new tab placement	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2834	19988	settings	app/src/settings_view/features_page.rs	target-and-source-present	default session mode agent terminal new pane tab open config	default session mode agent terminal new pane tab open config	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2835	19994	settings	app/src/settings_view/features_page.rs	target-and-source-present	global workflows command search	global workflows command search	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2836	20000	settings	app/src/settings_view/features_page.rs	target-and-source-present	linux selection clipboard middle click	linux selection clipboard middle click	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2837	20006	settings	app/src/settings_view/features_page.rs	target-and-source-present	render integrated discrete gpu graphics	render integrated discrete gpu graphics	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2838	20012	settings	app/src/settings_view/features_page.rs	target-and-source-present	wayland x11 window system compositor	wayland x11 window system compositor	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2840	20024	settings	app/src/settings_view/features_page.rs	target-and-source-present	gpu graphics backend vulkan dx12 directx12 opengl driver	gpu graphics backend vulkan dx12 directx12 opengl driver	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2841	20030	settings	app/src/settings_view/features_page.rs	target-and-source-present	async asynchronous fast find search	async asynchronous fast find search	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2842	20036	settings	app/src/settings_view/mod.rs	target-and-source-present	Warpify	Warpify	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
2844	20048	settings	app/src/settings_view/mod.rs	target-and-source-present	Warp Agent	Warp Agent	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
2846	20060	settings	app/src/settings_view/mod.rs	target-and-source-present	Oz Cloud API Keys	Oz Cloud API Keys	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2847	20066	settings	app/src/settings_view/mod.rs	target-and-source-present	About	About	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2848	20072	settings	app/src/settings_view/mod.rs	target-and-source-present	Account	Account	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2849	20078	settings	app/src/settings_view/mod.rs	target-and-source-present	MCP Servers	MCP Servers	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2850	20084	settings	app/src/settings_view/mod.rs	target-and-source-present	Appearance	Appearance	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2851	20090	settings	app/src/settings_view/mod.rs	target-and-source-present	Code	Code	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2852	20096	settings	app/src/settings_view/mod.rs	target-and-source-present	Features	Features	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2853	20102	settings	app/src/settings_view/mod.rs	target-and-source-present	Privacy	Privacy	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2854	20108	settings	app/src/settings_view/mod.rs	target-and-source-present	Referrals	Referrals	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2855	20114	settings	app/src/settings_view/mod.rs	target-and-source-present	Shared blocks	Shared blocks	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2856	20120	settings	app/src/settings_view/mod.rs	target-and-source-present	WarpDrive	WarpDrive	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2857	20126	settings	app/src/settings_view/mod.rs	target-and-source-present	Oz	Oz	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
2858	20132	settings	app/src/settings_view/mod.rs	target-and-source-present	Profiles	Profiles	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2859	20138	settings	app/src/settings_view/mod.rs	target-and-source-present	AgentProfiles	AgentProfiles	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2860	20144	settings	app/src/settings_view/mod.rs	target-and-source-present	MCP servers	MCP servers	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2861	20150	settings	app/src/settings_view/mod.rs	target-and-source-present	AgentMCPServers	AgentMCPServers	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2862	20156	settings	app/src/settings_view/mod.rs	target-and-source-present	Knowledge	Knowledge	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2863	20162	settings	app/src/settings_view/mod.rs	target-and-source-present	Third party CLI agents	Third party CLI agents	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
2864	20168	settings	app/src/settings_view/mod.rs	target-and-source-present	ThirdPartyCLIAgents	ThirdPartyCLIAgents	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2865	20174	settings	app/src/settings_view/mod.rs	target-and-source-present	Indexing and projects	Indexing and projects	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2866	20180	settings	app/src/settings_view/mod.rs	target-and-source-present	CodeIndexing	CodeIndexing	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2867	20186	settings	app/src/settings_view/mod.rs	target-and-source-present	Editor and Code Review	Editor and Code Review	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2868	20192	settings	app/src/settings_view/mod.rs	target-and-source-present	EditorAndCodeReview	EditorAndCodeReview	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2869	20198	settings	app/src/settings_view/mod.rs	target-and-source-present	CloudEnvironments	CloudEnvironments	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2870	20204	settings	app/src/settings_view/mod.rs	target-and-source-present	OzCloudAPIKeys	OzCloudAPIKeys	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
2871	20210	settings	app/src/settings_view/mod.rs	target-and-source-present	Copy_On_Select	Copy_On_Select	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
2872	20216	settings	app/src/settings_view/mod.rs	target-and-source-present	Linux_Selection_Clipboard	Linux_Selection_Clipboard	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
