entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
162	1178	auth-account	app/src/auth/login_slide.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
163	1185	auth-account	app/src/auth/login_slide.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
164	1192	auth-account	app/src/auth/login_slide.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
165	1199	auth-account	app/src/auth/login_slide.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
166	1206	auth-account	app/src/auth/auth_view_body.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
167	1213	auth-account	app/src/auth/auth_view_body.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
168	1220	auth-account	app/src/auth/auth_view_body.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
169	1227	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
170	1234	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
171	1241	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
172	1248	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
173	1255	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
174	1262	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
175	1269	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
176	1276	auth-account	app/src/auth/auth_view_body.rs	target-present	auth-login	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
177	1283	auth-account	app/src/auth/auth_view_body.rs	target-present	auth-login	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
178	1290	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
179	1297	auth-account	app/src/auth/auth_view_body.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
180	1304	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
181	1311	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
182	1318	auth-account	app/src/auth/auth_view_body.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
183	1325	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
184	1332	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
185	1339	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
186	1346	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
187	1353	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
188	1360	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
189	1367	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
190	1374	auth-account	app/src/auth/auth_view_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
191	1381	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
192	1388	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
193	1395	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
194	1402	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
195	1409	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
196	1416	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
197	1423	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
198	1430	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
199	1437	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present	auth-login	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
200	1444	auth-account	app/src/auth/auth_view_shared_helpers.rs	target-present	auth-login	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
201	1451	auth-account	app/src/auth/paste_auth_token_modal.rs	target-and-source-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
202	1460	auth-account	app/src/auth/paste_auth_token_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
203	1469	auth-account	app/src/auth/paste_auth_token_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
204	1478	auth-account	app/src/auth/paste_auth_token_modal.rs	target-present	api-key-secret;auth-login;billing-quota	clean	clean	G;U;I;-;A;U;T;H;-;0;1;;;G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
205	1487	auth-account	app/src/auth/paste_auth_token_modal.rs	target-and-source-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
206	1496	auth-account	app/src/auth/paste_auth_token_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
207	1505	auth-account	app/src/auth/auth_override_warning_body.rs	target-present	destructive-action	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
208	1512	auth-account	app/src/auth/auth_override_warning_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
209	1519	auth-account	app/src/auth/auth_override_warning_body.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
210	1526	auth-account	app/src/auth/auth_override_warning_body.rs	target-present	destructive-action	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
211	1533	auth-account	app/src/auth/auth_override_warning_body.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
212	1540	auth-account	app/src/auth/auth_override_warning_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
213	1547	auth-account	app/src/auth/auth_override_warning_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
214	1554	auth-account	app/src/auth/auth_override_warning_body.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
215	1561	auth-account	app/src/auth/login_failure_notification.rs	target-present	auth-login	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
