entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes	module	module_group	source_length	target_length	length_ratio	machine_copy_score	mojibake_status	ui_density_risk	review_lane
96	707		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Search repos	搜索仓库	target-present		0	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	4	0.33	2	clean	clean	accepted
97	714		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Search tabs...	搜索标签页...	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	8	0.57	2	clean	clean	accepted
98	721	workspace.view.search_sessions_agents_files_placeholder	app/src/workspace/view.rs	active	Workspace top-level search placeholder covering sessions, Agent conversations, and files.	Search sessions, agents, files...	搜索会话、Agent、文件...	target-present	1	0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	33	16	0.48	2	clean	clean	accepted
99	731	workspace.view.new_tab	app/src/workspace/view.rs	active	Workspace tab creation action.	New Tab	新建标签页	target-present	1	0	4	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	target_count 4 differs from expected_count 1	app/src/workspace	workspace	7	5	0.71	2	clean	clean	accepted
100	740		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Tab configs	标签页配置	target-present		0	6	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	5	0.45	2	clean	clean	accepted
101	747	workspace.view.settings	app/src/workspace/view.rs	active	Workspace user/menu entry for opening settings.	Settings	设置	target-and-source-present	1	401	3	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	target_count 3 differs from expected_count 1	app/src/workspace	workspace	8	2	0.25	2	clean	clean	accepted
102	756	workspace.vertical_tabs.new_session	app/src/workspace/view/vertical_tabs.rs	active	Vertical tabs empty/new session action, covered by GUI smoke.	New session	新会话	target-present	1	0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	3	0.27	2	clean	clean	accepted
103	765		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	No tabs open	没有打开的标签页	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	8	0.67	2	clean	clean	accepted
104	772		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	No tabs match your search.	没有匹配搜索的标签页。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	26	11	0.42	2	clean	clean	accepted
105	779		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Terminal	终端	target-and-source-present		86	2	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	8	2	0.25	2	clean	clean	accepted
106	786		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Code	代码	target-and-source-present		52	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	4	2	0.5	2	clean	clean	accepted
107	793		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Settings	设置	target-and-source-present		43	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	8	2	0.25	2	clean	clean	accepted
108	800		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	View options	查看选项	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	4	0.33	2	clean	clean	accepted
109	807		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Tab configs	标签页配置	target-present		0	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	5	0.45	2	clean	clean	accepted
110	814		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	View as	查看方式	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	4	0.57	2	clean	clean	accepted
111	821		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Panes	窗格	target-and-source-present		22	6	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	5	2	0.4	2	clean	clean	accepted
112	828		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Tabs	标签页	target-and-source-present		234	9	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	4	3	0.75	2	clean	clean	accepted
113	835		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Focused session	当前会话	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	15	4	0.27	2	clean	clean	accepted
114	842		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Summary	摘要	target-and-source-present		106	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	2	0.29	2	clean	clean	accepted
115	849		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Density	密度	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	2	0.29	2	clean	clean	accepted
116	856		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Pane title as	窗格标题显示为	target-present		0	5	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	7	0.54	2	clean	clean	accepted
117	863		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Command / Conversation	命令 / 对话	target-present		0	3	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	22	7	0.32	2	clean	clean	accepted
118	870		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Working Directory	工作目录	target-present		0	3	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	17	4	0.24	2	clean	clean	accepted
119	877		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Branch	分支	target-and-source-present		27	3	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
120	884		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Additional metadata	附加元数据	target-present		0	3	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	19	5	0.26	2	clean	clean	accepted
121	891		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Show	显示	target-and-source-present		8	7	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	4	2	0.5	2	clean	clean	accepted
122	898		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Show details on hover	悬停时显示详情	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	7	0.33	2	clean	clean	accepted
123	905		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Let's get started.	开始使用。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	18	5	0.28	2	clean	clean	accepted
124	912		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Agent driven development with Warp's built-in agent	使用 Warp 内置 Agent 进行开发	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	51	21	0.41	2	clean	clean	accepted
125	919		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Iterate, plan, and build with Oz: Warp's built-in agent. Available locally or in the cloud.	使用 Oz（Warp 内置 Agent）迭代、规划和构建，可在本地或云端运行。	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01	clean	clean	clean	clean	none	crates/onboarding/src	onboarding	91	39	0.43	2	clean	clean	public-rc
126	926		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Classic terminal with third-party agents	经典终端与第三方 Agent	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	crates/onboarding/src	onboarding	40	14	0.35	2	clean	clean	accepted
127	933		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	A modern terminal that supports third-party agents (Claude Code, Codex, Gemini CLI) and classic terminal workflows.	支持 Claude Code、Codex、Gemini CLI 等第三方 Agent 和经典终端工作流的现代终端。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	crates/onboarding/src	onboarding	115	57	0.5	2	clean	clean	accepted
128	940		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Free	免费	target-and-source-present		23	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	4	2	0.5	2	clean	clean	accepted
129	947		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Back	返回	target-and-source-present		3	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	4	2	0.5	2	clean	clean	accepted
130	954		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Get Warping	开始使用 Warp	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	11	9	0.82	2	clean	clean	accepted
131	961		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Subscribe	订阅	target-and-source-present		1	3	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	9	2	0.22	2	clean	clean	accepted
132	968		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Next	下一步	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	4	3	0.75	2	clean	clean	accepted
133	975		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Subscribe to access agent driven development in Warp.	订阅以使用 Warp 的 Agent 驱动开发。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	53	24	0.45	2	clean	clean	accepted
134	982		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	1,500 credits per month	每月 1,500 点额度	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none	crates/onboarding/src	onboarding	23	12	0.52	2	clean	clean	public-rc
135	989		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Access to frontier OpenAI, Anthropic, and Google models	可使用 OpenAI、Anthropic 和 Google 的前沿模型	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	55	35	0.64	2	clean	clean	accepted
136	996		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Access to Reload credits and volume-based discounts	可使用 Reload 额度和阶梯折扣	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none	crates/onboarding/src	onboarding	51	18	0.35	2	clean	clean	public-rc
137	1003		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Extended cloud agents access	更多云端 Agent 使用额度	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	28	15	0.54	2	clean	clean	accepted
138	1010		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Highest codebase indexing limits	最高代码库索引额度	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	32	9	0.28	2	clean	clean	accepted
139	1017		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Unlimited Warp Drive objects and collaboration	不限量 Warp Drive 对象和协作	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	46	20	0.43	2	clean	clean	accepted
140	1024		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Private email support	专属邮件支持	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	21	6	0.29	2	clean	clean	accepted
141	1031		crates/onboarding/src/slides/free_user_no_ai_slide.rs	active	Legacy reviewed zh-Hans localization entry	Unlimited cloud conversation storage	不限量云端对话存储	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	36	9	0.25	2	clean	clean	accepted
142	1038		crates/onboarding/src/callout/view.rs	active	Legacy reviewed zh-Hans localization entry	Meet the Warp input	认识 Warp 输入框	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	crates/onboarding/src	onboarding	19	11	0.58	2	clean	clean	accepted
